,t,Q,T
1070,54.0,6.0,40.0
1072,55.0,6.0,40.0
1074,56.0,6.0,40.0
1076,57.0,6.0,41.0
1078,58.0,6.0,41.0
1080,59.0,6.0,40.0
1082,60.0,6.0,41.0
1084,61.0,6.0,41.0
1086,62.0,6.0,41.0
1088,63.0,6.0,41.0
1090,64.0,6.0,41.0
1092,65.0,6.0,42.0
1094,66.0,6.0,41.0
1096,67.0,6.0,42.0
1098,68.0,6.0,42.0
1100,69.0,6.0,42.0
1102,70.0,6.0,42.0
1104,71.0,6.0,42.0
1106,72.0,6.0,43.0
1108,73.0,6.0,43.0
1110,74.0,6.0,43.0
1112,75.0,6.0,43.0
1114,76.0,6.0,43.0
1116,77.0,6.0,43.0
1118,78.0,6.0,43.0
1120,79.0,6.0,44.0
1122,80.0,6.0,44.0
1124,81.0,6.0,44.0
1126,82.0,6.0,44.0
1128,83.0,6.0,44.0
1130,84.0,6.0,44.0
1132,85.0,6.0,44.0
1134,86.0,6.0,45.0
1136,87.0,6.0,44.0
1138,88.0,6.0,45.0
1140,89.0,6.0,45.0
1142,90.0,6.0,45.0
1144,91.0,6.0,45.0
1146,92.0,6.0,45.0
1148,93.0,6.0,45.0
1150,94.0,6.0,45.0
1152,95.0,6.0,45.0
1154,96.0,6.0,45.0
1156,97.0,6.0,45.0
1158,98.0,6.0,46.0
1160,99.0,6.0,46.0
1162,100.0,6.0,46.0
1164,101.0,6.0,46.0
1166,102.0,6.0,46.0
1168,103.0,6.0,47.0
1170,104.0,6.0,46.0
1172,105.0,6.0,46.0
1174,106.0,6.0,46.0
1176,107.0,6.0,47.0
1178,108.0,6.0,47.0
1180,109.0,6.0,47.0
1182,110.0,6.0,47.0
1184,111.0,6.0,47.0
1186,112.0,6.0,47.0
1188,113.0,6.0,48.0
1190,114.0,6.0,48.0
1192,115.0,6.0,48.0
1194,116.0,6.0,48.0
1196,117.0,6.0,48.0
1198,118.0,6.0,48.0
1200,119.0,6.0,48.0
1202,120.0,6.0,48.0
1204,121.0,6.0,49.0
1206,122.0,6.0,48.0
1208,123.0,6.0,49.0
1210,124.0,6.0,49.0
1212,125.0,6.0,49.0
1214,126.0,6.0,49.0
1216,127.0,6.0,49.0
1218,128.0,6.0,49.0
1220,129.0,6.0,49.0
1222,130.0,6.0,50.0
1224,131.0,6.0,50.0
1226,132.0,6.0,49.0
1228,133.0,6.0,50.0
1230,134.0,6.0,50.0
1232,135.0,6.0,50.0
1234,136.0,6.0,50.0
1236,137.0,6.0,50.0
1238,138.0,6.0,50.0
1240,139.0,6.0,50.0
1242,140.0,6.0,51.0
1244,141.0,6.0,50.0
1246,142.0,6.0,51.0
1248,143.0,6.0,51.0
1250,144.0,6.0,51.0
1252,145.0,6.0,51.0
1254,146.0,6.0,51.0
1256,147.0,6.0,51.0
1258,148.0,6.0,51.0
1260,149.0,6.0,52.0
1262,150.0,6.0,51.0
1264,151.0,6.0,51.0
1266,152.0,6.0,52.0
1268,153.0,6.0,52.0
1270,154.0,6.0,52.0
1272,155.0,6.0,52.0
1274,156.0,6.0,52.0
1276,157.0,6.0,53.0
1278,158.0,6.0,52.0
1280,159.0,6.0,53.0
1282,160.0,6.0,53.0
1284,161.0,6.0,53.0
1286,162.0,6.0,53.0
1288,163.0,6.0,53.0
1290,164.0,6.0,53.0
1292,165.0,6.0,53.0
1294,166.0,6.0,53.0
1296,167.0,6.0,53.0
